rank,enr_contractor_name,search_term,procore_company_name,location,city,state,address,profile_url,joined_date,total_projects,active_projects,avg_project_size,procore_users,business_types,market_sectors,match_confidence
101,CBRE,CBRE,CBRE,"Burke, VA",Burke,VA,"5866 Kara Pl Burke, VA 22015",https://network.procore.com/p/cbre-burke,October 2023,14,,337136,1,Consultant,Commercial,1.0
101,CBRE,CBRE,CBRE,"Billings, MT",Billings,MT,"1233 N 30th St Billings, MT 59101",https://network.procore.com/p/cbre-billings,April 2024,34,5,763132,1,Owner Real Estate Developer,Healthcare,1.0
101,CBRE,CBRE,CBRE,"Laguna Hills, CA",Laguna Hills,CA,"24085 El Toro Rd Laguna Hills, CA 92653",https://network.procore.com/p/cbre-laguna-hills,April 2024,7,4,4516000,1,Owner Real Estate Developer,Commercial,1.0
101,CBRE,CBRE,CBRE,"Lakeway, TX",Lakeway,TX,"100 Medical Pkwy Lakeway, TX 78738",https://network.procore.com/p/cbre-lakeway,June 2024,3,2,755474,1,Supplier,Healthcare,1.0
101,CBRE,CBRE,CBRE,"Boston, MA",Boston,MA,"109 Brookline Ave Boston, MA 02215",https://network.procore.com/p/cbre-boston,September 2024,1,1,,1,"Engineer, Owner Real Estate Developer","Commercial, Healthcare, Industrial and Energy, Infrastructure, Institutional, Residential",1.0
101,CBRE,CBRE,CBRE,"Austin, TX",Austin,TX,"500 W 2nd St Austin, TX 78701",https://network.procore.com/p/cbre-austin,May 2024,3,3,774298,1,Consultant,Commercial,1.0
101,CBRE,CBRE,CBRE,"Chicago, IL",Chicago,IL,"312 N Clark St Chicago, IL 60654",https://network.procore.com/p/cbre-chicago-1,March 2024,4,2,13845415,1,"Architect, Consultant, Engineer, General Contractor, Owner Real Estate Developer, Specialty Contractor, Supplier","Commercial, Healthcare, Industrial and Energy, Infrastructure, Institutional, Residential",1.0
101,CBRE,CBRE,CBRE,"South San Francisco, CA",South San Francisco,CA,"233 E Grand Ave. South San Francisco, CA 94080",https://network.procore.com/p/cbre-south-san-francisco,May 2023,3,,3627799,1,Engineer,Commercial,1.0
101,CBRE,CBRE,CBRE,"San Antonio, TX",San Antonio,TX,"1803 Broadway San Antonio, TX 78215",https://network.procore.com/p/cbre-san-antonio,October 2023,1,1,36212000,1,Owner Real Estate Developer,Commercial,1.0
101,CBRE,CBRE,CBRE,"Dallas, TX",Dallas,TX,"4228 Buena Vista St 103 Dallas, TX 75205",https://network.procore.com/p/cbre-dallas-3,October 2023,2,1,6035849,1,Owner Real Estate Developer,Commercial,1.0
101,CBRE,CBRE,CBRE,"West Palm Beach, FL",West Palm Beach,FL,"8174 Cypress Point Rd West Palm Beach, FL 33412",https://network.procore.com/p/cbre-west-palm-beach,May 2023,8,6,3198152,1,Supplier,"Commercial, Healthcare",1.0
101,CBRE,CBRE,CBRE,"Miami, FL",Miami,FL,"777 Brickell Ave Miami, FL 33131",https://network.procore.com/p/cbre-miami,April 2023,21,7,3087709,1,Owner Real Estate Developer,Commercial,1.0
101,CBRE,CBRE,CBRE,"New York, NY",New York,NY,"200 Park Ave New York, NY 10017",https://network.procore.com/p/cbre-new-york-2,October 2023,16,11,4663482,1,"Consultant, Owner Real Estate Developer","Commercial, Infrastructure",1.0
101,CBRE,CBRE,CBRE,"New York, NY",New York,NY,"200 Park Ave 18 floor New York, NY 10166",https://network.procore.com/p/cbre-new-york-4,October 2023,4,4,17530615,1,Consultant,"Commercial, Infrastructure",1.0
101,CBRE,CBRE,CBRE,"Gig Harbor, WA",Gig Harbor,WA,"6121 66th St NW Gig Harbor, WA 98335",https://network.procore.com/p/cbre-gig-harbor,September 2023,1,1,1614930,1,General Contractor,Infrastructure,1.0
101,CBRE,CBRE,CBRE,"Houston, TX",Houston,TX,"2800 Post Oak Blvd Houston, TX 77056",https://network.procore.com/p/cbre-houston,April 2023,14,4,740407,1,Owner Real Estate Developer,Commercial,1.0
101,CBRE,CBRE,CBRE,"Birmingham, AL",Birmingham,AL,"800 Shades Creek Parkway Birmingham, AL 35209",https://network.procore.com/p/cbre-birmingham,April 2024,1,1,2389877,1,Consultant,Commercial,1.0
101,CBRE,CBRE,CBRE,"Berwyn, PA",Berwyn,PA,"555 E Lancaster Ave Berwyn, PA 19312",https://network.procore.com/p/cbre-berwyn,May 2025,4,3,5419521,1,Consultant,"Commercial, Industrial and Energy, Infrastructure",1.0
101,CBRE,CBRE,CBRE,"Mountain View, CA",Mountain View,CA,"100 Bay Vw Dr Mountain View, CA 94043",https://network.procore.com/p/cbre-mountain-view,January 2024,8,4,20086565,1,"Engineer, Owner Real Estate Developer","Commercial, Industrial and Energy",1.0
101,CBRE,CBRE,CBRE,"Washington, DC",Washington,DC,"655 New York Ave NW Washington, DC 20001",https://network.procore.com/p/cbre-washington,September 2024,1,1,17000000,1,Owner Real Estate Developer,Commercial,1.0
101,CBRE,CBRE,CBRE,"New York, NY",New York,NY,"200 Park Ave Floor 18 New York, NY 10003",https://network.procore.com/p/cbre-new-york-3,October 2023,1,1,667243,1,Architect,Commercial,1.0
101,CBRE,CBRE,CBRE,"Louisville, KY",Louisville,KY,"913 E Riverside Dr Louisville, KY 40207",https://network.procore.com/p/cbre-louisville,March 2023,8,7,24464452,1,Owner Real Estate Developer,Commercial,1.0
101,CBRE,CBRE,CBRE,"Inglewood, CA",Inglewood,CA,"900 District Dr Inglewood, CA 90305",https://network.procore.com/p/cbre-inglewood,September 2023,1,,481924,1,"Engineer, Owner Real Estate Developer",Commercial,1.0
101,CBRE,CBRE,CBRE,"Linden, NJ",Linden,NJ,"601 N Wood Ave Linden, NJ 07036",https://network.procore.com/p/cbre-linden,August 2023,4,4,1038422,1,Owner Real Estate Developer,Commercial,1.0
101,CBRE,CBRE,CBRE,"Oak Brook, IL",Oak Brook,IL,"700 Commerce Dr Oak Brook, IL 60523",https://network.procore.com/p/cbre-oak-brook,November 2023,28,7,2131200,1,Consultant,Commercial,1.0
101,CBRE,CBRE,CBRE,"New York, NY",New York,NY,"1133 6th Ave 17th Floor New York, NY 10036",https://network.procore.com/p/cbre-new-york-1,August 2023,8,6,938511,2,Owner Real Estate Developer,Commercial,1.0
101,CBRE,CBRE,CBRE,"Roebuck, SC",Roebuck,SC,"1320 Old Georgia Rd Roebuck, SC 29376",https://network.procore.com/p/cbre-roebuck,September 2023,25,3,570038,1,Owner Real Estate Developer,Industrial and Energy,1.0
101,CBRE,CBRE,CBRE,"Mountain View, CA",Mountain View,CA,"100 Bay Vw Dr Mountain View, CA 94043",https://network.procore.com/p/cbre-mountain-view-1,January 2024,13,9,31929103,1,Engineer,"Commercial, Industrial and Energy",1.0
101,CBRE,CBRE,CBRE,"Toronto, ON",Toronto,ON,"333 Bay St. Toronto, ON M5H 2R2",https://network.procore.com/p/cbre-toronto-1,August 2025,,,,1,"Architect, Engineer, General Contractor, Specialty Contractor",Commercial,1.0
101,CBRE,CBRE,CBRE,"San Francisco, CA",San Francisco,CA,"415 Mission St San Francisco, CA 94105",https://network.procore.com/p/cbre-san-francisco-4,March 2024,5,3,3714876,2,"Architect, Consultant, Engineer","Commercial, Healthcare, Industrial and Energy, Infrastructure, Institutional",1.0
101,CBRE,CBRE,CBRE,"Chicago, IL",Chicago,IL,"500 W Monroe St Chicago, IL 60661",https://network.procore.com/p/cbre-chicago-4,April 2024,,,,1,"Consultant, Owner Real Estate Developer","Commercial, Industrial and Energy",1.0
101,CBRE,CBRE,CBRE,"Cambridge, MA",Cambridge,MA,"1 Main St Cambridge, MA 02142",https://network.procore.com/p/cbre-cambridge,January 2024,8,2,2497458,1,Owner Real Estate Developer,Commercial,1.0
101,CBRE,CBRE,CBRE,"San Francisco, CA",San Francisco,CA,"343 Sansome Street San Francisco, CA 94104",https://network.procore.com/p/cbre-san-francisco-1,February 2024,10,2,1625989,1,Owner Real Estate Developer,"Commercial, Healthcare",1.0
102,NABHOLZ,NABHOLZ,Nabholz,"Columbia, MO",Columbia,MO,"311 S Providence Rd Columbia, MO 65203",https://network.procore.com/p/nabholz-columbia,May 2023,68,61,421840,1,General Contractor,"Commercial, Healthcare, Industrial and Energy, Infrastructure, Institutional",1.0
102,NABHOLZ,NABHOLZ,Nabholz,"Conway, AR",Conway,AR,"612 Garland St Conway, AR 72032",https://network.procore.com/p/nabholz-conway,March 2023,14,6,5256664,1,General Contractor,Commercial,1.0
102,NABHOLZ,NABHOLZ,Nabholz,"Lenexa, KS",Lenexa,KS,"17300 W 116th St Lenexa, KS 66219",https://network.procore.com/p/nabholz-lenexa,May 2024,6,6,6431059,1,General Contractor,Commercial,1.0
102,NABHOLZ,NABHOLZ,Nabholz,"Oklahoma City, OK",Oklahoma City,OK,"6400 Superior Ave Oklahoma City, OK 73149",https://network.procore.com/p/nabholz-oklahoma-city,July 2022,4,1,23927306,2,General Contractor,"Commercial, Healthcare, Industrial and Energy, Institutional",1.0
102,NABHOLZ,NABHOLZ,Nabholz Construction,"Little Rock, AR",Little Rock,AR,"1718 Aldersgate Rd Little Rock, AR 72205",https://network.procore.com/p/nabholz-construction-little-rock,October 2023,4,3,81069294,1,General Contractor,"Commercial, Healthcare, Industrial and Energy, Infrastructure, Institutional, Residential",1.0
102,NABHOLZ,NABHOLZ,Nabholz Construction,"Tulsa, OK",Tulsa,OK,"10319 E 54th St Tulsa, OK 74146",https://network.procore.com/p/nabholz-construction-tulsa,July 2022,241,165,9350823,1,"General Contractor, Specialty Contractor","Commercial, Infrastructure",1.0
102,NABHOLZ,NABHOLZ,Nabholz Construction,"Olive Branch, MS",Olive Branch,MS,"8222 Industrial Dr Olive Branch, MS 38654",https://network.procore.com/p/nabholz-construction-olive-branch,October 2023,,,,,,,1.0
102,NABHOLZ,NABHOLZ,Nabholz Construction Corporation,"Lenexa, KS",Lenexa,KS,"17300 W 116th St Lenexa, KS 66219",https://network.procore.com/p/nabholz-construction-corporation-lenexa,February 2024,,,,,,,1.0
104,BLUE RIDGE POWER,BLUE RIDGE POWER,Blue Ridge Power,"Krum, TX",Krum,TX,"13833 Stice Rd Krum, TX 76249",https://network.procore.com/p/blue-ridge-power-krum,March 2023,1,,,1,General Contractor,Industrial and Energy,1.0
104,BLUE RIDGE POWER,BLUE RIDGE POWER,Blue Ridge Power,"Asheville, NC",Asheville,NC,"130 Roberts St Asheville, NC 28801",https://network.procore.com/p/blue-ridge-power-asheville,May 2023,163,,22855257,1,Engineer,Industrial and Energy,1.0
104,BLUE RIDGE POWER,BLUE RIDGE POWER,Blue ridge power,"Albion, MI",Albion,MI,"15534 28 Mile Rd Albion, MI 49224",https://network.procore.com/p/blue-ridge-power-albion,June 2023,4,,9853758,1,General Contractor,Commercial,1.0
104,BLUE RIDGE POWER,BLUE RIDGE POWER,Blue Ridge Power,"Asheville, NC",Asheville,NC,"105 Fairview Rd Asheville, NC 28803",https://network.procore.com/p/blue-ridge-power-asheville-1,September 2023,7,2,,1,Specialty Contractor,Infrastructure,1.0
105,THE RUDOLPH LIBBE COS. INC.,RUDOLPH LIBBE,"Rudolph Libbe, Inc.","Walbridge, OH",Walbridge,OH,"6494 Latcha Rd Walbridge, OH 43465",https://network.procore.com/p/rudolph-libbe-inc-walbridge,March 2023,1,,363698,1,General Contractor,"Commercial, Industrial and Energy",1.0
105,THE RUDOLPH LIBBE COS. INC.,RUDOLPH LIBBE,Rudolph Libbe Inc.,"North Ridgeville, OH",North Ridgeville,OH,"4937 Mills Industrial Pkwy North Ridgeville, OH 44039",https://network.procore.com/p/rudolph-libbe-inc-north-ridgeville,November 2023,,,,,,,1.0
107,HOAR CONSTRUCTION,HOAR CONSTRUCTION,Hoar Construction,"Austin, TX",Austin,TX,"7320 N Mopac Expy Austin, TX 78731",https://network.procore.com/p/hoar-construction-austin,November 2023,6,5,,1,General Contractor,Residential,1.0
107,HOAR CONSTRUCTION,HOAR CONSTRUCTION,Hoar Construction,"Houston, TX",Houston,TX,"3700 W Sam Houston Pkwy S #220 Houston, TX 77042",https://network.procore.com/p/hoar-construction-houston,July 2022,42,3,33673441,1,General Contractor,"Commercial, Healthcare, Institutional, Residential",1.0
107,HOAR CONSTRUCTION,HOAR CONSTRUCTION,Hoar,"McLean, VA",McLean,VA,"8200 Greensboro Dr McLean, VA 22102",https://network.procore.com/p/hoar-mclean,January 2024,4,4,,1,General Contractor,Commercial,1.0
108,CRB,CRB,CRB,"Cary, NC",Cary,NC,"1255 Crescent Green Ste 350 Cary, NC 27518",https://network.procore.com/p/crb-cary,April 2023,1,1,210000000,1,"Architect, Engineer","Commercial, Industrial and Energy",1.0
108,CRB,CRB,CRB,"Medford, MA",Medford,MA,"101 Station Landing Medford, MA 02155",https://network.procore.com/p/crb-medford,February 2024,1,1,75000000,1,"Architect, Engineer",Commercial,1.0
108,CRB,CRB,CRB,"Bridgewater, NJ",Bridgewater,NJ,"400 Crossing Blvd Bridgewater, NJ 08807",https://network.procore.com/p/crb-bridgewater,May 2025,2,1,,1,General Contractor,"Commercial, Healthcare",1.0
108,CRB,CRB,crb,"Kansas City, MO",Kansas City,MO,"1251 NW Briarcliff Pkwy #500 Kansas City, MO 64116",https://network.procore.com/p/crb-kansas-city,April 2023,,,,1,"Architect, Engineer","Commercial, Healthcare",1.0
108,CRB,CRB,CRB,"Carlsbad, CA",Carlsbad,CA,"3207 Grey Hawk Ct ste 150 Carlsbad, CA 92010",https://network.procore.com/p/crb-carlsbad,July 2022,5,1,39255430,1,"Architect, Engineer, General Contractor, Specialty Contractor",Commercial,1.0
108,CRB,CRB,CRB Group,"Cary, NC",Cary,NC,"1225 Crescent Green Cary, NC 27518",https://network.procore.com/p/crb-group-cary,April 2024,2,2,155000000,1,"Architect, Engineer, General Contractor","Healthcare, Industrial and Energy",1.0
108,CRB,CRB,CRB Group,"Broomfield, CO",Broomfield,CO,"11001 W 120th Ave Suite 400 Broomfield, CO 80021",https://network.procore.com/p/crb-group-broomfield,December 2022,3,3,27758854,3,"Architect, Engineer, General Contractor","Commercial, Healthcare, Institutional",1.0
108,CRB,CRB,CRB Group,"Rockville, MD",Rockville,MD,"1801 Research Blvd Rockville, MD 20850",https://network.procore.com/p/crb-group-rockville-1,December 2024,2,2,106157938,1,"Architect, Engineer","Commercial, Healthcare",1.0
110,WEBCOR,WEBCOR,Webcor Builders,"San Francisco, CA",San Francisco,CA,"207 King St San Francisco, CA 94107",https://network.procore.com/p/webcor-builders-san-francisco-1,February 2024,1,1,2632150,1,General Contractor,Commercial,1.0
110,WEBCOR,WEBCOR,Webcor Builders,"San Francisco, CA",San Francisco,CA,"207 King St San Francisco, CA 94107",https://network.procore.com/p/webcor-builders-san-francisco-2,April 2024,1,,200000000,1,General Contractor,"Commercial, Infrastructure, Institutional",1.0
111,GRAHAM CONSTRUCTION,GRAHAM CONSTRUCTION,Graham Construction,"Delta, BC",Delta,BC,"7216 Brown St Delta, BC V4G 1G8",https://network.procore.com/p/graham-construction-delta,May 2024,3,2,2487543,1,General Contractor,Commercial,1.0
111,GRAHAM CONSTRUCTION,GRAHAM CONSTRUCTION,Graham Construction,"Mississauga, ON",Mississauga,ON,"2105 Matheson Blvd E Mississauga, ON L4W 5G1",https://network.procore.com/p/graham-construction-mississauga,September 2024,4,2,631865,1,General Contractor,"Commercial, Industrial and Energy, Infrastructure, Institutional, Residential",1.0
111,GRAHAM CONSTRUCTION,GRAHAM CONSTRUCTION,Graham,"Seattle, WA",Seattle,WA,"568 1st Ave S suite 400 Seattle, WA 98104",https://network.procore.com/p/graham-seattle,May 2023,3,3,7248638,1,General Contractor,"Commercial, Healthcare, Industrial and Energy, Infrastructure, Institutional, Residential",1.0
113,LECHASE CONSTRUCTION SERVICES LLC,LECHASE CONSTRUCTION,LeChase,"Armonk, NY",Armonk,NY,"1 Labriola Ct Armonk, NY 10504",https://network.procore.com/p/lechase-armonk,July 2023,19,16,5526986,1,General Contractor,"Commercial, Healthcare, Infrastructure, Residential",1.0
113,LECHASE CONSTRUCTION SERVICES LLC,LECHASE CONSTRUCTION,LeChase Construction,"Schenectady, NY",Schenectady,NY,"220 Harborside Dr Schenectady, NY 12305",https://network.procore.com/p/lechase-construction-schenectady,March 2024,11,3,12806719,1,General Contractor,"Commercial, Healthcare, Industrial and Energy, Infrastructure, Institutional",1.0
113,LECHASE CONSTRUCTION SERVICES LLC,LECHASE CONSTRUCTION,LeChase Construction Services,"Corning, NY",Corning,NY,"11849 East Corning Rd Corning, NY 14830",https://network.procore.com/p/lechase-construction-services-corning,January 2023,,,,1,General Contractor,"Commercial, Healthcare, Industrial and Energy, Infrastructure, Institutional, Residential",1.0
113,LECHASE CONSTRUCTION SERVICES LLC,LECHASE CONSTRUCTION,Lechase Construction Services,"Syracuse, NY",Syracuse,NY,"609 Erie Blvd W Syracuse, NY 13204",https://network.procore.com/p/lechase-construction-services-syracuse,September 2023,8,5,2630400,1,General Contractor,Commercial,1.0
115,JRM CONSTRUCTION MANAGEMENT,JRM CONSTRUCTION MANAGEMENT,JRM CONSTRUCTION MANAGEMENT,"New York, NY",New York,NY,"242 W 36th St. New York, NY 10018",https://network.procore.com/p/jrm-construction-management-new-york-1,March 2023,94,626,3618396,1,"General Contractor, Specialty Contractor, Supplier","Commercial, Healthcare, Industrial and Energy, Infrastructure, Institutional, Residential",1.0
115,JRM CONSTRUCTION MANAGEMENT,JRM CONSTRUCTION MANAGEMENT,JRM CONSTRUCTION MANAGEMENT,"New York, NY",New York,NY,"242 W 36th St. New York, NY 10018",https://network.procore.com/p/jrm-construction-management-new-york,March 2023,94,626,3618396,1,"Architect, Consultant, Engineer, General Contractor","Commercial, Healthcare, Infrastructure, Institutional, Residential",1.0
116,MCGOUGH,MCGOUGH,McGough,"Sioux Falls, SD",Sioux Falls,SD,"114 S Main Ave Sioux Falls, SD 57104",https://network.procore.com/p/mcgough-sioux-falls,June 2023,12,10,21877088,1,General Contractor,Commercial,1.0
116,MCGOUGH,MCGOUGH,McGough Construction,"Fargo, ND",Fargo,ND,"630 1st Ave N Fargo, ND 58102",https://network.procore.com/p/mcgough-construction-fargo-1,June 2023,235,226,39201781,1,General Contractor,"Commercial, Healthcare, Industrial and Energy",1.0
116,MCGOUGH,MCGOUGH,McGough Construction,"Fargo, ND",Fargo,ND,"630 1st Ave N Fargo, ND 58102",https://network.procore.com/p/mcgough-construction-fargo,June 2023,238,229,39092420,1,General Contractor,"Commercial, Healthcare, Industrial and Energy",1.0
118,APTIM,APTIM,Aptim,"Rosemount, MN",Rosemount,MN,"13775 Clark Rd Rosemount, MN 55068",https://network.procore.com/p/aptim-rosemount,December 2023,12,7,57770833,1,General Contractor,Industrial and Energy,1.0
118,APTIM,APTIM,Aptim,"Wichita, KS",Wichita,KS,"2872 N Ridge Rd Suite 102 Wichita, KS 67205",https://network.procore.com/p/aptim-wichita,December 2024,1,1,387000000,2,Consultant,Industrial and Energy,1.0
119,THE BECK GROUP,BECK GROUP,Beck Group,"Atlanta, GA",Atlanta,GA,"3500 Lenox Rd NE #250 Atlanta, GA 30326",https://network.procore.com/p/beck-group-atlanta,October 2023,11,11,51100000,1,"Architect, General Contractor",Commercial,1.0
119,THE BECK GROUP,BECK GROUP,Beck Group,"Denton, TX",Denton,TX,"1601 Elm St Denton, TX 76201",https://network.procore.com/p/beck-group-denton,July 2022,,,,1,"Architect, General Contractor","Commercial, Healthcare, Institutional",1.0
119,THE BECK GROUP,BECK GROUP,Beck Group,"Charlotte, NC",Charlotte,NC,"4777 Sharon Rd Suite 500 Charlotte, NC 28210",https://network.procore.com/p/beck-group-charlotte,May 2023,3,2,1300000,1,"Architect, General Contractor",Commercial,1.0
119,THE BECK GROUP,BECK GROUP,The Beck Group,"Denver, CO",Denver,CO,"1001 17th St Denver, CO 80202",https://network.procore.com/p/the-beck-group-denver,September 2023,1,,105000000,1,"Architect, General Contractor","Commercial, Institutional, Residential",1.0
119,THE BECK GROUP,BECK GROUP,The Beck Group,"Tampa, FL",Tampa,FL,"220 W 7th Ave Tampa, FL 33602",https://network.procore.com/p/the-beck-group-tampa,June 2024,11,11,61012500,3,"Architect, General Contractor","Commercial, Healthcare",1.0
119,THE BECK GROUP,BECK GROUP,The Beck Group,"Charlotte, NC",Charlotte,NC,"4777 Sharon Rd Ste 500 Charlotte, NC 28210",https://network.procore.com/p/the-beck-group-charlotte,May 2023,7,6,4147286,1,General Contractor,Commercial,1.0
119,THE BECK GROUP,BECK GROUP,The Beck Group,"Atlanta, GA",Atlanta,GA,"3500 Lenox Rd NE Atlanta, GA 30326",https://network.procore.com/p/the-beck-group-atlanta,June 2024,1,1,18000000,1,Architect,"Commercial, Healthcare",1.0
119,THE BECK GROUP,BECK GROUP,The Beck Group,"Dallas, TX",Dallas,TX,"1601 Elm St #2800 Dallas, TX 75201",https://network.procore.com/p/the-beck-group-dallas,August 2023,4,4,39806000,1,General Contractor,Commercial,1.0
120,OLTMANS CONSTRUCTION CO.,OLTMANS CONSTRUCTION,Oltmans,"Whittier, CA",Whittier,CA,"10005 Mission Mill Rd Whittier, CA 90601",https://network.procore.com/p/oltmans-whittier,February 2024,10,3,500000,1,General Contractor,"Commercial, Healthcare, Industrial and Energy, Infrastructure, Institutional",1.0
120,OLTMANS CONSTRUCTION CO.,OLTMANS CONSTRUCTION,Oltmans Construction Co.,"Whittier, CA",Whittier,CA,"10005 Mission Mill Rd Whittier, CA 90601",https://network.procore.com/p/oltmans-construction-co-whittier,January 2024,6,5,336637,1,General Contractor,Commercial,1.0
121,CATAMOUNT CONSTRUCTORS INC.,CATAMOUNT CONSTRUCTORS,Catamount constructors,"Roswell, GA",Roswell,GA,"1327 Northmeadow Pkwy Roswell, GA 30076",https://network.procore.com/p/catamount-constructors-roswell,February 2024,,,,1,General Contractor,Commercial,1.0
121,CATAMOUNT CONSTRUCTORS INC.,CATAMOUNT CONSTRUCTORS,Catamount constructors,"Roswell, GA",Roswell,GA,"1327 Northmeadow Pkwy Roswell, GA 30076",https://network.procore.com/p/catamount-constructors-roswell-1,February 2024,,,,1,General Contractor,Commercial,1.0
121,CATAMOUNT CONSTRUCTORS INC.,CATAMOUNT CONSTRUCTORS,"Catamount Constructors, Inc.","San Antonio, TX",San Antonio,TX,"125 N Loop 1604 W Suite 130 San Antonio, TX 78232",https://network.procore.com/p/catamount-constructors-inc-san-antonio,July 2022,31,23,22909297,1,General Contractor,"Commercial, Industrial and Energy, Residential",1.0
122,BUILD GROUP,BUILD GROUP,Build Group,"Los Angeles, CA",Los Angeles,CA,"1212 Abbot Kinney Blvd Los Angeles, CA 90291",https://network.procore.com/p/build-group-los-angeles,March 2023,52,38,6248613,1,General Contractor,Commercial,1.0
122,BUILD GROUP,BUILD GROUP,Build,"Naples, FL",Naples,FL,"950 1st Ave N 200  Naples, FL 34102",https://network.procore.com/p/build-naples,June 2023,9,5,39066,1,General Contractor,Residential,1.0
123,JINGOLI - DCO,JINGOLI,Jingoli,"Lawrence Twp, NJ",Lawrence Twp,NJ,"100 Lenox Dr Suite 100. Lawrence Twp, NJ 08648",https://network.procore.com/p/jingoli-lawrence-twp,April 2022,7,4,26924408,1,General Contractor,"Commercial, Healthcare, Infrastructure",1.0
124,JAMES G. DAVIS CONSTRUCTION CORP.,JAMES G. DAVIS CONSTRUCTION,James G. Davis Construction Corporation,"Rockville, MD",Rockville,MD,"12530 Parklawn Drive Rockville, MD 20852",https://network.procore.com/p/james-g-davis-construction-corporation-rockville,December 2018,,,,,General Contractor,"Commercial, Healthcare, Institutional, Residential",1.0
126,IPS-INTEGRATED PROJECT SERVICES LLC,IPS-INTEGRATED PROJECT,IPS Integrated Project Services,"Blue Bell, PA",Blue Bell,PA,"721 Arbor Way Blue Bell, PA 19422",https://network.procore.com/p/ips-integrated-project-services-blue-bell,June 2024,,,,1,Engineer,Healthcare,1.0
128,THE PENTA BUILDING GROUP,PENTA BUILDING,PENTA Building Group,"Pasadena, CA",Pasadena,CA,"155 N Lake Ave Suite 740 Pasadena, CA 91101",https://network.procore.com/p/penta-building-group-pasadena,July 2023,6,3,13626172,1,General Contractor,"Commercial, Healthcare, Industrial and Energy, Infrastructure",1.0
128,THE PENTA BUILDING GROUP,PENTA BUILDING,The PENTA Building Group,"Pasadena, CA",Pasadena,CA,"155 N Lake Ave Pasadena, CA 91101",https://network.procore.com/p/the-penta-building-group-pasadena-2,August 2024,4,4,10911736,1,General Contractor,Commercial,1.0
128,THE PENTA BUILDING GROUP,PENTA BUILDING,The PENTA Building Group,"Pasadena, CA",Pasadena,CA,"155n N Lake Ave Pasadena, CA 91101",https://network.procore.com/p/the-penta-building-group-pasadena,March 2024,2,1,17524080,1,General Contractor,"Commercial, Healthcare",1.0
128,THE PENTA BUILDING GROUP,PENTA BUILDING,The PENTA Building Group,"Las Vegas, NV",Las Vegas,NV,"181 E Warm Springs Rd Las Vegas, NV 89119",https://network.procore.com/p/the-penta-building-group-las-vegas-1,April 2024,,,,1,General Contractor,Commercial,1.0
128,THE PENTA BUILDING GROUP,PENTA BUILDING,The Penta Building Group,"Pasadena, CA",Pasadena,CA,"155N N Lake Ave Pasadena, CA 91101",https://network.procore.com/p/the-penta-building-group-pasadena-1,June 2024,4,2,404308,1,General Contractor,Commercial,1.0
128,THE PENTA BUILDING GROUP,PENTA BUILDING,The PENTA Building Group,"Las Vegas, NV",Las Vegas,NV,"181 E Warm Springs Rd Las Vegas, NV 89119",https://network.procore.com/p/the-penta-building-group-las-vegas-2,May 2024,2,2,90409783,1,General Contractor,Commercial,1.0
129,WILLMENG CONSTRUCTION,WILLMENG CONSTRUCTION,Willmeng Construction,"Phoenix, AZ",Phoenix,AZ,"1702 E Highland Ave Phoenix, AZ 85016",https://network.procore.com/p/willmeng-construction-phoenix,January 2024,6,4,16325185,1,General Contractor,Commercial,1.0
130,ENGINEERED STRUCTURES INC.,ENGINEERED STRUCTURES,Engineered Structures Inc,"Meridian, ID",Meridian,ID,"3330 E Louise Dr Suite 300 Meridian, ID 83642",https://network.procore.com/p/engineered-structures-inc-meridian,March 2023,,,,1,General Contractor,Commercial,1.0
130,ENGINEERED STRUCTURES INC.,ENGINEERED STRUCTURES,Engineered structures inc.,"Meridian, ID",Meridian,ID,"3330 E Louise Dr Meridian, ID 83642",https://network.procore.com/p/engineered-structures-inc-meridian-1,February 2024,1,1,,1,General Contractor,Commercial,1.0
130,ENGINEERED STRUCTURES INC.,ENGINEERED STRUCTURES,"Engineered Structures, LLC","Grandville, MI",Grandville,MI,"632 Barry St SW Grandville, MI 49418",https://network.procore.com/p/engineered-structures-llc-grandville,May 2023,9,5,9797745,1,Engineer,"Commercial, Residential",1.0
130,ENGINEERED STRUCTURES INC.,ENGINEERED STRUCTURES,"Engineered Structures, Inc.","Kennesaw, GA",Kennesaw,GA,"4494 Fowler Cir NE Kennesaw, GA 30144",https://network.procore.com/p/engineered-structures-inc-kennesaw,November 2024,6,1,3810466,1,"Engineer, General Contractor, Specialty Contractor","Commercial, Industrial and Energy, Infrastructure",1.0
130,ENGINEERED STRUCTURES INC.,ENGINEERED STRUCTURES,"Engineered Structures, Inc","Meridian, ID",Meridian,ID,"3330 E Louise Dr Meridian, ID 83642",https://network.procore.com/p/engineered-structures-inc-meridian-2,March 2024,1,,8565293,1,General Contractor,"Commercial, Infrastructure",1.0
131,CLANCY & THEYS CONSTRUCTION,CLANCY & THEYS CONSTRUCTION,Clancy & Theys Construction,"Winter Garden, FL",Winter Garden,FL,"1401 Beulah Rd Winter Garden, FL 34787",https://network.procore.com/p/clancy-and-theys-construction-winter-garden,April 2024,3,3,56362297,1,General Contractor,"Commercial, Healthcare, Institutional, Residential",1.0
