rank,enr_contractor_name,search_term,procore_company_name,location,city,state,address,profile_url,joined_date,total_projects,active_projects,avg_project_size,procore_users,business_types,market_sectors,match_confidence
2,BECHTEL,BECHTEL,Bechtel,"Reston, VA",Reston,VA,"12011 Sunset Hills Rd Reston, VA 20190",https://network.procore.com/p/bechtel-reston,May 2023,1,1,85860000,1,"Engineer, General Contractor","Healthcare, Industrial and Energy, Infrastructure",1.0
2,BECHTEL,BECHTEL,Bechtel,"Houston, TX",Houston,TX,"2105 CityWest Blvd Houston, TX 77042",https://network.procore.com/p/bechtel-houston,June 2024,,,,1,"Architect, Consultant, Engineer, General Contractor, Owner Real Estate Developer, Supplier","Commercial, Infrastructure, Institutional, Residential",1.0
2,BECHTEL,BECHTEL,Bechtel,"Port Isabel, TX",Port Isabel,TX,"48326 TX-48 Port Isabel, TX 78578",https://network.procore.com/p/bechtel-port-isabel,February 2024,11,11,7677399,1,"Engineer, Specialty Contractor","Industrial and Energy, Infrastructure",1.0
2,BECHTEL,BECHTEL,BECHTEL CORP.,"Houston, TX",Houston,TX,"3000 Post Oak Blvd Houston, TX 77056",https://network.procore.com/p/bechtel-corp-houston,March 2024,,,,1,"Engineer, General Contractor",Industrial and Energy,1.0
3,MASTEC INC.,MASTEC,MasTec,"Yatesville, GA",Yatesville,GA,"6600 Yatesville Hwy Yatesville, GA 31097",https://network.procore.com/p/mastec-yatesville,January 2024,,,,1,General Contractor,Industrial and Energy,1.0
3,MASTEC INC.,MASTEC,MASTEC,"Benicia, CA",Benicia,CA,"4345 Industrial Way Benicia, CA 94510",https://network.procore.com/p/mastec-benicia,October 2024,,,,1,General Contractor,Commercial,1.0
3,MASTEC INC.,MASTEC,MasTec,"Northlake, TX",Northlake,TX,"4351 Cleveland Gibbs Rd Northlake, TX 76226",https://network.procore.com/p/mastec-northlake,June 2024,4,4,36204400,3,General Contractor,Industrial and Energy,1.0
3,MASTEC INC.,MASTEC,Mastec,"Miami, FL",Miami,FL,"800 Douglas Rd Miami, FL 33134",https://network.procore.com/p/mastec-miami,January 2024,15,13,43601784,1,General Contractor,Industrial and Energy,1.0
3,MASTEC INC.,MASTEC,Mastec,"Phoenix, AZ",Phoenix,AZ,"7878 N 16th St Phoenix, AZ 85020",https://network.procore.com/p/mastec-phoenix,January 2024,537,419,138794273,1,General Contractor,Industrial and Energy,1.0
4,KIEWIT CORP.,KIEWIT,Kiewit,"Boulder, CO",Boulder,CO,"1749 Athens St Boulder, CO 80302",https://network.procore.com/p/kiewit-boulder,January 2025,2,2,410273,2,General Contractor,Commercial,1.0
4,KIEWIT CORP.,KIEWIT,Kiewit,"McLean, VA",McLean,VA,"8200 Greensboro Dr McLean, VA 22102",https://network.procore.com/p/kiewit-mclean,September 2023,1,1,111941200,1,General Contractor,Infrastructure,1.0
4,KIEWIT CORP.,KIEWIT,Kiewit,"Fairfield, CA",Fairfield,CA,"4650 Business Center Dr Fairfield, CA 94534",https://network.procore.com/p/kiewit-fairfield,April 2023,,,,1,General Contractor,Infrastructure,1.0
4,KIEWIT CORP.,KIEWIT,Kiewit,"Everett, WA",Everett,WA,"3003 W Casino Rd Everett, WA 98204",https://network.procore.com/p/kiewit-everett,June 2024,17,14,4192892,1,General Contractor,Industrial and Energy,1.0
4,KIEWIT CORP.,KIEWIT,Kiewit,"The Woodlands, TX",The Woodlands,TX,"3831 Technology Forest Blvd The Woodlands, TX 77381",https://network.procore.com/p/kiewit-the-woodlands,November 2023,2,2,111941200,1,Engineer,Infrastructure,1.0
4,KIEWIT CORP.,KIEWIT,Kiewit,"Woodcliff Lake, NJ",Woodcliff Lake,NJ,"470 Chestnut Ridge Rd Woodcliff Lake, NJ 07677",https://network.procore.com/p/kiewit-woodcliff-lake,February 2023,1,1,,1,General Contractor,Infrastructure,1.0
4,KIEWIT CORP.,KIEWIT,Kiewit,"Lone Tree, CO",Lone Tree,CO,"10055 Trainstation Cir Lone Tree, CO 80124",https://network.procore.com/p/kiewit-lone-tree-1,October 2023,1,1,,1,"Engineer, General Contractor",Infrastructure,1.0
4,KIEWIT CORP.,KIEWIT,Kiewit,"Lenexa, KS",Lenexa,KS,"8880 Penrose Ln Lenexa, KS 66219",https://network.procore.com/p/kiewit-lenexa-1,September 2023,1,1,38000000,1,Engineer,Industrial and Energy,1.0
4,KIEWIT CORP.,KIEWIT,Kiewit,"Federal Way, WA",Federal Way,WA,"33455 6th Ave S Federal Way, WA 98003",https://network.procore.com/p/kiewit-federal-way,June 2023,,,,1,Specialty Contractor,Infrastructure,1.0
4,KIEWIT CORP.,KIEWIT,Kiewit,"Lenexa, KS",Lenexa,KS,"8900 Renner Blvd Lenexa, KS 66219",https://network.procore.com/p/kiewit-lenexa,May 2023,2,1,1000000000,1,General Contractor,Industrial and Energy,1.0
4,KIEWIT CORP.,KIEWIT,Kiewit,"Las Vegas, NV",Las Vegas,NV,"4285 Polaris Ave Las Vegas, NV 89103",https://network.procore.com/p/kiewit-las-vegas,August 2023,2,,3881169,1,"Engineer, General Contractor, Specialty Contractor","Industrial and Energy, Infrastructure",1.0
4,KIEWIT CORP.,KIEWIT,Kiewit,"Hyattsville, MD",Hyattsville,MD,"8100 Professional Pl Hyattsville, MD 20785",https://network.procore.com/p/kiewit-hyattsville,April 2025,1,1,971159,1,General Contractor,Infrastructure,1.0
4,KIEWIT CORP.,KIEWIT,Kiewit,"Omaha, NE",Omaha,NE,"1550 Mike Fahey St Omaha, NE 68102",https://network.procore.com/p/kiewit-omaha,July 2023,1,1,178414225,1,Engineer,Infrastructure,1.0
4,KIEWIT CORP.,KIEWIT,kiewit,"Phoenix, AZ",Phoenix,AZ,"50 E Elwood St Phoenix, AZ 85040",https://network.procore.com/p/kiewit-phoenix,March 2023,9,7,992222,1,General Contractor,Infrastructure,1.0
4,KIEWIT CORP.,KIEWIT,Kiewit,"Lone Tree, CO",Lone Tree,CO,"10055 Trainstation Cir Lone Tree, CO 80124",https://network.procore.com/p/kiewit-lone-tree,October 2023,1,1,,1,General Contractor,Infrastructure,1.0
6,DPR CONSTRUCTION,DPR CONSTRUCTION,DPR Construction,"Nashville, TN",Nashville,TN,"1001 8th Ave S Nashville, TN 37203",https://network.procore.com/p/dpr-construction-nashville,February 2023,11,5,241805047,1,General Contractor,"Commercial, Healthcare, Industrial and Energy, Institutional",1.0
6,DPR CONSTRUCTION,DPR CONSTRUCTION,DPR Construction,"Pasadena, CA",Pasadena,CA,"88 W Colorado Blvd Suite#301 Pasadena, CA 91105",https://network.procore.com/p/dpr-construction-pasadena,August 2023,2,2,,1,General Contractor,"Commercial, Healthcare, Industrial and Energy, Institutional",1.0
6,DPR CONSTRUCTION,DPR CONSTRUCTION,DPR construction,"Orlando, FL",Orlando,FL,"315 E Robinson St Orlando, FL 32801",https://network.procore.com/p/dpr-construction-orlando,July 2023,,,,1,General Contractor,"Commercial, Healthcare",1.0
6,DPR CONSTRUCTION,DPR CONSTRUCTION,DPR Construction,"Sacramento, CA",Sacramento,CA,"1801 J St Sacramento, CA 95811",https://network.procore.com/p/dpr-construction-sacramento,April 2023,6,1,76118650,1,General Contractor,"Commercial, Healthcare",1.0
6,DPR CONSTRUCTION,DPR CONSTRUCTION,DPR Construction,"Mableton, GA",Mableton,GA,"1885 Mitchell Rd Suite 100 Mableton, GA 30126",https://network.procore.com/p/dpr-construction-mableton,March 2025,7,,242175,1,General Contractor,"Commercial, Healthcare",1.0
6,DPR CONSTRUCTION,DPR CONSTRUCTION,DPR Construction,"Redwood City, CA",Redwood City,CA,"1450 Veterans Blvd Redwood City, CA 94063",https://network.procore.com/p/dpr-construction-redwood-city-2,August 2025,,,,1,General Contractor,Commercial,1.0
6,DPR CONSTRUCTION,DPR CONSTRUCTION,DPR Construction,"Fort Lauderdale, FL",Fort Lauderdale,FL,"1301 E Broward Blvd Fort Lauderdale, FL 33301",https://network.procore.com/p/dpr-construction-fort-lauderdale,March 2023,1,,600000,1,General Contractor,"Commercial, Healthcare, Institutional",1.0
6,DPR CONSTRUCTION,DPR CONSTRUCTION,DPR Construction,"Washington, DC",Washington,DC,"231 2nd St NW Washington, DC 20001",https://network.procore.com/p/dpr-construction-washington,March 2024,,,,1,General Contractor,Commercial,1.0
6,DPR CONSTRUCTION,DPR CONSTRUCTION,dpr construction,"Dallas, TX",Dallas,TX,"3131 McKinney Ave Dallas, TX 75204",https://network.procore.com/p/dpr-construction-dallas,January 2023,2,1,4000000,1,General Contractor,Commercial,1.0
6,DPR CONSTRUCTION,DPR CONSTRUCTION,dpr construction,"Reston, VA",Reston,VA,"11109 Sunset Hills Rd Reston, VA 20190",https://network.procore.com/p/dpr-construction-reston,July 2023,4,4,62750000,1,"Architect, Engineer, General Contractor, Specialty Contractor",Commercial,1.0
6,DPR CONSTRUCTION,DPR CONSTRUCTION,DPR Construction,"Charlotte, NC",Charlotte,NC,"200 Southside Dr Charlotte, NC 28217",https://network.procore.com/p/dpr-construction-charlotte,August 2023,3,1,3347289,1,General Contractor,Infrastructure,1.0
6,DPR CONSTRUCTION,DPR CONSTRUCTION,DPR CONSTRUCTION,"Redwood City, CA",Redwood City,CA,"1450 Veterans Blvd Redwood City, CA 94063",https://network.procore.com/p/dpr-construction-redwood-city,March 2023,1,1,,1,General Contractor,Commercial,1.0
6,DPR CONSTRUCTION,DPR CONSTRUCTION,DPR Construction,"Seattle, WA",Seattle,WA,"1000 1st Ave S Seattle, WA 98134",https://network.procore.com/p/dpr-construction-seattle,December 2023,2,2,271627383,1,General Contractor,"Commercial, Healthcare, Industrial and Energy, Infrastructure, Institutional, Residential",1.0
6,DPR CONSTRUCTION,DPR CONSTRUCTION,DPR Construction,"Greenville, SC",Greenville,SC,"504 Rhett St Greenville, SC 29601",https://network.procore.com/p/dpr-construction-greenville,March 2024,11,11,714083482,2,General Contractor,"Commercial, Healthcare, Industrial and Energy",1.0
6,DPR CONSTRUCTION,DPR CONSTRUCTION,DPR Construction,"Durham, NC",Durham,NC,"3175 Genesis Way Durham, NC 27703",https://network.procore.com/p/dpr-construction-durham,April 2023,22,7,13702284,8,General Contractor,"Commercial, Healthcare, Industrial and Energy, Infrastructure, Institutional",1.0
6,DPR CONSTRUCTION,DPR CONSTRUCTION,DPR Construction,"Austin, TX",Austin,TX,"310 Comal St Suite 300 Austin, TX 78702",https://network.procore.com/p/dpr-construction-austin,May 2023,5,5,14442240,1,General Contractor,"Commercial, Healthcare, Industrial and Energy",1.0
7,THE WHITING-TURNER CONTRACTING CO.,WHITING-TURNER CONTRACTING,Whiting Turner,"Greenbelt, MD",Greenbelt,MD,"6305 Ivy Ln Greenbelt, MD 20770",https://network.procore.com/p/whiting-turner-greenbelt,July 2023,2,2,32481962,1,General Contractor,"Commercial, Healthcare, Industrial and Energy, Infrastructure, Institutional, Residential",1.0
7,THE WHITING-TURNER CONTRACTING CO.,WHITING-TURNER CONTRACTING,Whiting Turner Contracting Company,"Lubbock, TX",Lubbock,TX,"4301 E 19th St Lubbock, TX 79403",https://network.procore.com/p/whiting-turner-contracting-company-lubbock,March 2023,2,2,40122771,1,General Contractor,Infrastructure,1.0
7,THE WHITING-TURNER CONTRACTING CO.,WHITING-TURNER CONTRACTING,Whiting Turner Contracting Company,"Greenbelt, MD",Greenbelt,MD,"6305 Ivy Ln Greenbelt, MD 20770",https://network.procore.com/p/whiting-turner-contracting-company-greenbelt,May 2024,3,3,139723753,2,General Contractor,"Commercial, Healthcare, Industrial and Energy, Infrastructure, Institutional, Residential",1.0
7,THE WHITING-TURNER CONTRACTING CO.,WHITING-TURNER CONTRACTING,The Whiting Turner Contracting Company,"Chesapeake, VA",Chesapeake,VA,"1317 Executive Blvd Chesapeake, VA 23320",https://network.procore.com/p/the-whiting-turner-contracting-company-chesapeake-3,March 2024,2,1,126000000,1,General Contractor,Healthcare,1.0
7,THE WHITING-TURNER CONTRACTING CO.,WHITING-TURNER CONTRACTING,The Whiting Turner Contracting Company,"Chesapeake, VA",Chesapeake,VA,"1317 Executive Blvd Chesapeake, VA 23320",https://network.procore.com/p/the-whiting-turner-contracting-company-chesapeake-1,February 2024,3,3,200000000,1,General Contractor,Commercial,1.0
7,THE WHITING-TURNER CONTRACTING CO.,WHITING-TURNER CONTRACTING,The Whiting Turner Contracting Company,"Chesapeake, VA",Chesapeake,VA,"1317 Executive Blvd Chesapeake, VA 23320",https://network.procore.com/p/the-whiting-turner-contracting-company-chesapeake-2,March 2024,2,1,126000000,1,General Contractor,"Commercial, Healthcare, Infrastructure, Institutional",1.0
7,THE WHITING-TURNER CONTRACTING CO.,WHITING-TURNER CONTRACTING,The Whiting Turner Contracting Company,"Chesapeake, VA",Chesapeake,VA,"1317 Executive Blvd Chesapeake, VA 23320",https://network.procore.com/p/the-whiting-turner-contracting-company-chesapeake-4,March 2024,2,1,126000000,1,General Contractor,Healthcare,1.0
8,FLUOR,FLUOR,Fluor,"Denver, CO",Denver,CO,"2620 Zenobia St Denver, CO 80212",https://network.procore.com/p/fluor-denver,May 2023,,,,1,General Contractor,Infrastructure,1.0
8,FLUOR,FLUOR,Fluor,"South San Francisco, CA",South San Francisco,CA,"611 Gateway Blvd Suite 950 South San Francisco, CA 94080",https://network.procore.com/p/fluor-south-san-francisco,July 2022,8,1,60319157,1,"Architect, Engineer, General Contractor","Commercial, Industrial and Energy, Infrastructure",1.0
8,FLUOR,FLUOR,Fluor,"Lebanon, IN",Lebanon,IN,"1873 W 450 N Lebanon, IN 46052",https://network.procore.com/p/fluor-lebanon,November 2023,1,1,3500000,1,"Architect, Consultant, Engineer, General Contractor, Specialty Contractor","Healthcare, Industrial and Energy, Infrastructure",1.0
8,FLUOR,FLUOR,Fluor,"Greenville, SC",Greenville,SC,"100 Fluor Daniel Dr Greenville, SC 29607",https://network.procore.com/p/fluor-greenville,June 2023,1,1,,1,"Architect, Consultant, Engineer","Healthcare, Industrial and Energy, Infrastructure",1.0
8,FLUOR,FLUOR,Fluor Corporation,"Vancouver, BC",Vancouver,BC,"1133 Melville St Vancouver, BC V6E 4E5",https://network.procore.com/p/fluor-corporation-vancouver,May 2024,1,1,35000000,1,General Contractor,Healthcare,1.0
8,FLUOR,FLUOR,Fluor Corporation,"Aliso Viejo, CA",Aliso Viejo,CA,"3 Polaris Way Aliso Viejo, CA 92656",https://network.procore.com/p/fluor-corporation-aliso-viejo,March 2023,1,1,,1,Engineer,Industrial and Energy,1.0
8,FLUOR,FLUOR,"Fluor Enterprises, Inc.","Houston, TX",Houston,TX,"737 N Eldridge Pkwy Houston, TX 77079",https://network.procore.com/p/fluor-enterprises-inc-houston,July 2025,1,1,,1,Owner Real Estate Developer,Commercial,1.0
9,CLARK GROUP,CLARK GROUP,Clark Construction Group,"Tysons, VA",Tysons,VA,"7600 Westpark Dr Tysons, VA 22102",https://network.procore.com/p/clark-construction-group-tysons,August 2024,,,,,General Contractor,Commercial,1.0
9,CLARK GROUP,CLARK GROUP,Clark Construction Group,"Canton, GA",Canton,GA,"1200 Marietta Hwy Canton, GA 30114",https://network.procore.com/p/clark-construction-group-canton,March 2024,2,2,195737967,1,General Contractor,Commercial,1.0
9,CLARK GROUP,CLARK GROUP,Clark Construction Group,"Los Angeles, CA",Los Angeles,CA,"515 S Figueroa St Los Angeles, CA 90071",https://network.procore.com/p/clark-construction-group-los-angeles,August 2024,2,2,361739050,1,General Contractor,Commercial,1.0
9,CLARK GROUP,CLARK GROUP,Clark Construction Group,"Chicago, IL",Chicago,IL,"216 S Jefferson St Suite 502 Chicago, IL 60661",https://network.procore.com/p/clark-construction-group-chicago,September 2023,3,3,178665402,1,General Contractor,"Infrastructure, Residential",1.0
9,CLARK GROUP,CLARK GROUP,"Clark Construction Group, LLC","Nashville, TN",Nashville,TN,"209 10th Ave S Nashville, TN 37203",https://network.procore.com/p/clark-construction-group-llc-nashville,June 2023,1,,,1,General Contractor,Commercial,1.0
9,CLARK GROUP,CLARK GROUP,"Clark Construction Group, Ltd.","Charlestown, MA",Charlestown,MA,"92 Arlington Ave Charlestown, MA 02129",https://network.procore.com/p/clark-construction-group-ltd-charlestown,February 2024,54,9,10282180,1,,,1.0
9,CLARK GROUP,CLARK GROUP,Clark Construction,"Morgantown, WV",Morgantown,WV,"1161 Andrew Dr Morgantown, WV 26508",https://network.procore.com/p/clark-construction-morgantown,October 2024,3,3,40222836,1,General Contractor,Infrastructure,1.0
9,CLARK GROUP,CLARK GROUP,Clark Construction,"San Diego, CA",San Diego,CA,"525 B St San Diego, CA 92101",https://network.procore.com/p/clark-construction-san-diego,March 2023,9,8,167263540,1,General Contractor,Infrastructure,1.0
9,CLARK GROUP,CLARK GROUP,Clark Construction,"Los Angeles, CA",Los Angeles,CA,"515 S Figueroa St Los Angeles, CA 90071",https://network.procore.com/p/clark-construction-los-angeles,October 2023,5,3,60815659,1,General Contractor,"Commercial, Healthcare, Institutional",1.0
9,CLARK GROUP,CLARK GROUP,Clark Construction,"McLean, VA",McLean,VA,"7900 Westpark Dr McLean, VA 22102",https://network.procore.com/p/clark-construction-mclean,March 2023,,,,1,General Contractor,Commercial,1.0
9,CLARK GROUP,CLARK GROUP,Clark Construction,"Washington, DC",Washington,DC,"4615 14th St NW Washington, DC 20011",https://network.procore.com/p/clark-construction-washington,July 2022,3,3,103367740,1,General Contractor,Commercial,1.0
9,CLARK GROUP,CLARK GROUP,Clark Construction,"Irvine, CA",Irvine,CA,"18201 Von Karman Ave Irvine, CA 92612",https://network.procore.com/p/clark-construction-irvine,May 2023,5,4,263575306,1,General Contractor,"Commercial, Healthcare, Industrial and Energy, Infrastructure, Institutional",1.0
9,CLARK GROUP,CLARK GROUP,Clark Construction,"Bethesda, MD",Bethesda,MD,"7500 Old Georgetown Rd Bethesda, MD 20814",https://network.procore.com/p/clark-construction-bethesda,May 2023,6,6,100369430,1,General Contractor,Commercial,1.0
9,CLARK GROUP,CLARK GROUP,Clark Construction,"McLean, VA",McLean,VA,"7900 Westpark Dr McLean, VA 22102",https://network.procore.com/p/clark-construction-mclean-1,May 2024,1,1,96849464,1,General Contractor,"Commercial, Healthcare, Infrastructure, Institutional",1.0
9,CLARK GROUP,CLARK GROUP,Clark Construction,"Chicago, IL",Chicago,IL,"216 S Jefferson St 502 Chicago, IL 60661",https://network.procore.com/p/clark-construction-chicago,May 2023,3,2,50860718,1,General Contractor,"Commercial, Healthcare, Residential",1.0
9,CLARK GROUP,CLARK GROUP,Clark Construction,"Chicago, IL",Chicago,IL,"216 S Franklin St Chicago, IL 60606",https://network.procore.com/p/clark-construction-chicago-1,November 2023,3,3,138338676,1,"Architect, Engineer, General Contractor, Owner Real Estate Developer","Commercial, Healthcare, Industrial and Energy, Infrastructure, Institutional, Residential",1.0
9,CLARK GROUP,CLARK GROUP,Clark Construction,"San Francisco, CA",San Francisco,CA,"180 Howard St San Francisco, CA 94105",https://network.procore.com/p/clark-construction-san-francisco,October 2023,5,4,142097896,1,General Contractor,"Commercial, Healthcare, Institutional",1.0
10,SKANSKA USA,SKANSKA USA,Skanska USA,"Los Angeles, CA",Los Angeles,CA,"633 W 5th St Floor 68 Los Angeles, CA 90071",https://network.procore.com/p/skanska-usa-los-angeles,May 2023,3,1,24533333,1,General Contractor,"Commercial, Healthcare",1.0
10,SKANSKA USA,SKANSKA USA,Skanska USA,"Cincinnati, OH",Cincinnati,OH,"201 E 5th St 2020 Cincinnati, OH 45202",https://network.procore.com/p/skanska-usa-cincinnati,May 2023,4,2,92166667,1,"Consultant, Engineer, General Contractor, Specialty Contractor","Commercial, Healthcare, Industrial and Energy, Infrastructure, Institutional, Residential",1.0
10,SKANSKA USA,SKANSKA USA,Skanska USA Inc,"New York, NY",New York,NY,"350 5th Ave New York, NY 10118",https://network.procore.com/p/skanska-usa-inc-new-york,April 2024,2,2,120000000,1,General Contractor,Healthcare,1.0
10,SKANSKA USA,SKANSKA USA,Skanska USA Building,"Seattle, WA",Seattle,WA,"221 Yale Ave N 400 Seattle, WA 98109",https://network.procore.com/p/skanska-usa-building-seattle,July 2023,1,1,591087,1,General Contractor,Commercial,1.0
10,SKANSKA USA,SKANSKA USA,Skanska USA Building,"Irving, TX",Irving,TX,"105 Decker Ct Irving, TX 75062",https://network.procore.com/p/skanska-usa-building-irving,March 2023,10,6,21267485,1,General Contractor,"Commercial, Healthcare, Industrial and Energy, Institutional",1.0
10,SKANSKA USA,SKANSKA USA,Skanska,"Carteret, NJ",Carteret,NJ,"400 Roosevelt Ave Carteret, NJ 07008",https://network.procore.com/p/skanska-carteret-1,April 2024,1,1,194990000,1,General Contractor,"Commercial, Infrastructure",1.0
10,SKANSKA USA,SKANSKA USA,Skanska,"Phoenix, AZ",Phoenix,AZ,"2800 N Central Ave Phoenix, AZ 85004",https://network.procore.com/p/skanska-phoenix,August 2023,14,14,13658488,1,General Contractor,Industrial and Energy,1.0
10,SKANSKA USA,SKANSKA USA,Skanska,"Los Angeles, CA",Los Angeles,CA,"5055 Wilshire Blvd Suite 700 Los Angeles, CA 90036",https://network.procore.com/p/skanska-los-angeles,August 2023,4,4,58186401,1,General Contractor,Infrastructure,1.0
10,SKANSKA USA,SKANSKA USA,"Skanska USA Building, Inc.","Durham, NC",Durham,NC,"4309 Emperor Blvd Durham, NC 27703",https://network.procore.com/p/skanska-usa-building-inc-durham-1,March 2024,1,1,,1,General Contractor,Commercial,1.0
10,SKANSKA USA,SKANSKA USA,Skanska USA Building Inc,"Blue Bell, PA",Blue Bell,PA,"518 E Township Line Rd Blue Bell, PA 19422",https://network.procore.com/p/skanska-usa-building-inc-blue-bell-1,April 2024,,,,1,Specialty Contractor,"Commercial, Healthcare, Infrastructure, Institutional",1.0
10,SKANSKA USA,SKANSKA USA,Skanska,"Bothell, WA",Bothell,WA,"18911 N Creek Pkwy Bothell, WA 98011",https://network.procore.com/p/skanska-bothell,June 2024,1,1,834000000,1,General Contractor,Infrastructure,1.0
10,SKANSKA USA,SKANSKA USA,Skanska,"Queens, NY",Queens,NY,"75 Astoria Blvd S Queens, NY 11370",https://network.procore.com/p/skanska-queens,December 2023,,,,1,General Contractor,Infrastructure,1.0
10,SKANSKA USA,SKANSKA USA,skanska,"San Antonio, TX",San Antonio,TX,"711 Broadway San Antonio, TX 78215",https://network.procore.com/p/skanska-san-antonio,March 2024,6,3,19453327,1,General Contractor,Commercial,1.0
10,SKANSKA USA,SKANSKA USA,Skanska,"Atlanta, GA",Atlanta,GA,"245 Peachtree Center Ave NE Atlanta, GA 30303",https://network.procore.com/p/skanska-atlanta,January 2024,7,7,184377130,1,General Contractor,Commercial,1.0
10,SKANSKA USA,SKANSKA USA,Skanska,"Boston, MA",Boston,MA,"101 Seaport Blvd Boston, MA 02210",https://network.procore.com/p/skanska-boston,February 2024,,,,1,General Contractor,"Commercial, Healthcare, Institutional",1.0
10,SKANSKA USA,SKANSKA USA,Skanska,"New York, NY",New York,NY,"1 State St New York, NY 10004",https://network.procore.com/p/skanska-new-york,July 2023,2,2,412793500,1,General Contractor,Infrastructure,1.0
10,SKANSKA USA,SKANSKA USA,Skanska,"Carteret, NJ",Carteret,NJ,"400 Roosevelt Ave Carteret, NJ 07008",https://network.procore.com/p/skanska-carteret,April 2024,1,1,194990000,1,General Contractor,Infrastructure,1.0
10,SKANSKA USA,SKANSKA USA,Skanska,"Portland, OR",Portland,OR,"1010 NW Flanders St Portland, OR 97209",https://network.procore.com/p/skanska-portland,June 2024,,,,1,"Architect, Engineer","Commercial, Infrastructure",1.0
11,HENSEL PHELPS,HENSEL PHELPS,Hensel Phelps,"Leesburg, VA",Leesburg,VA,"42329 Thunderball Dr Leesburg, VA 20175",https://network.procore.com/p/hensel-phelps-leesburg,June 2025,1,1,,1,General Contractor,Commercial,1.0
11,HENSEL PHELPS,HENSEL PHELPS,Hensel Phelps,"Kent, OH",Kent,OH,"1397 Brookdale Ln Kent, OH 44240",https://network.procore.com/p/hensel-phelps-kent,February 2024,,,,1,General Contractor,"Commercial, Healthcare, Industrial and Energy, Institutional",1.0
11,HENSEL PHELPS,HENSEL PHELPS,Hensel Phelps,"Irvine, CA",Irvine,CA,"18850 Von Karman Ave Irvine, CA 92612",https://network.procore.com/p/hensel-phelps-irvine-2,January 2024,2,1,13000000,1,General Contractor,Healthcare,1.0
11,HENSEL PHELPS,HENSEL PHELPS,Hensel Phelps,"Irvine, CA",Irvine,CA,"2 Ada Irvine, CA 92618",https://network.procore.com/p/hensel-phelps-irvine,April 2023,,,,1,Engineer,Industrial and Energy,1.0
11,HENSEL PHELPS,HENSEL PHELPS,Hensel Phelps,"Irvine, CA",Irvine,CA,"18850 Von Karman Ave Irvine, CA 92612",https://network.procore.com/p/hensel-phelps-irvine-1,August 2023,2,,62608820,1,General Contractor,Commercial,1.0
11,HENSEL PHELPS,HENSEL PHELPS,Hensel Phelps,"Houston, TX",Houston,TX,"15710 John F Kennedy Blvd Houston, TX 77032",https://network.procore.com/p/hensel-phelps-houston-1,May 2023,10,5,44939833,1,General Contractor,Commercial,1.0
11,HENSEL PHELPS,HENSEL PHELPS,Hensel Phelps,"Sacramento, CA",Sacramento,CA,"520 Richards Blvd suite 100 Sacramento, CA 95811",https://network.procore.com/p/hensel-phelps-sacramento,July 2022,2,1,514448362,1,General Contractor,"Commercial, Healthcare, Infrastructure, Institutional",1.0
11,HENSEL PHELPS,HENSEL PHELPS,Hensel Phelps,"Nashville, TN",Nashville,TN,"1131 4th Ave S Nashville, TN 37210",https://network.procore.com/p/hensel-phelps-nashville,March 2024,6,6,7576127,1,General Contractor,"Commercial, Healthcare, Industrial and Energy, Institutional",1.0
11,HENSEL PHELPS,HENSEL PHELPS,Hensel Phelps,"Francis E. Warren AFB, WY",Francis E. Warren AFB,WY,"1236 Commissary Rd Francis E. Warren AFB, WY 82005",https://network.procore.com/p/hensel-phelps-francis-e-warren-afb,March 2025,1,1,988383,1,General Contractor,Commercial,1.0
11,HENSEL PHELPS,HENSEL PHELPS,Hensel Phelps,"Kuna, ID",Kuna,ID,"6601 Kuna-Mora Rd Kuna, ID 83634",https://network.procore.com/p/hensel-phelps-kuna,November 2023,,,,1,General Contractor,Commercial,1.0
11,HENSEL PHELPS,HENSEL PHELPS,Hensel Phelps,"Denver, CO",Denver,CO,"12050 N Pecos St Denver, CO 80234",https://network.procore.com/p/hensel-phelps-denver,January 2024,1,1,,1,General Contractor,"Commercial, Infrastructure",1.0
11,HENSEL PHELPS,HENSEL PHELPS,Hensel Phelps,"Orlando, FL",Orlando,FL,"6557 Hazeltine National Dr Orlando, FL 32822",https://network.procore.com/p/hensel-phelps-orlando-1,November 2024,2,2,10000000,1,General Contractor,Commercial,1.0
11,HENSEL PHELPS,HENSEL PHELPS,Hensel Phelps,"Los Alamos, NM",Los Alamos,NM,"1907 Central Ave Los Alamos, NM 87544",https://network.procore.com/p/hensel-phelps-los-alamos,February 2024,5,2,2585500,1,General Contractor,Commercial,1.0
11,HENSEL PHELPS,HENSEL PHELPS,Hensel Phelps,"Houston, TX",Houston,TX,"15710 John F Kennedy Blvd Houston, TX 77032",https://network.procore.com/p/hensel-phelps-houston,May 2023,10,5,44939833,1,General Contractor,"Commercial, Healthcare, Industrial and Energy, Infrastructure",1.0
11,HENSEL PHELPS,HENSEL PHELPS,Hensel Phelps,"SeaTac, WA",SeaTac,WA,"2708 S 194th St SeaTac, WA 98188",https://network.procore.com/p/hensel-phelps-seatac,November 2023,4,3,105746666,1,General Contractor,Commercial,1.0
11,HENSEL PHELPS,HENSEL PHELPS,Hensel Phelps Construction,"Fort Collins, CO",Fort Collins,CO,"77 NW Frontage Rd Fort Collins, CO 80524",https://network.procore.com/p/hensel-phelps-construction-fort-collins,June 2023,,,,1,General Contractor,Infrastructure,1.0
